"Tweet Id","Tweet URL","Tweet Posted Time (UTC)","Tweet Content","Tweet Type",Client,"Retweets Received","Likes Received","Tweet Location",Lat,Long,"Tweet Language","User Id",Name,"Screen Name","User Bio","Verified or Non-Verified","Profile URL","Protected or Non-protected","User Followers","User Following","User Account Creation Date"
"""1230552698639880192""",https://twitter.com/DeseretNews/status/1230552698639880192,"20 Feb 2020 18:00:00","‘Worried and scared and frustrated’: Utahn hospitalized with #coronavirus begs for help | By Amy Donaldson @adonsports #COVID2019 #virus #Quarantine

https://t.co/hG1v4NmGxg",Tweet,TweetDeck,2,1,"Salt Lake City, UT",,,English,"""15050354""","Deseret News",DeseretNews,"The Deseret News offers news, information, commentary, and analysis from an award-winning and experienced team of reporters, editors, columnists, and bloggers.",Verified,https://twitter.com/DeseretNews,Non-Protected,98365,96,"08 Jun 2008 21:32:51"
"""1230552698182946817""",https://twitter.com/AbacusNews/status/1230552698182946817,"20 Feb 2020 18:00:00","China's gadget mecca hawks wares from bags in the wake of #coronavirus shutdown https://t.co/V0hCPfBRXF",Tweet,Buffer,1,1,,,,English,"""869084593047064577""",Abacus,AbacusNews,"Unboxing China | All about China tech for the rest of the world. The latest news, reviews and video showing what's happening in consumer technology in China.",Verified,https://twitter.com/AbacusNews,Non-Protected,19305,10,"29 May 2017 06:54:48"
"""1230552697763500032""",https://twitter.com/thouse_opinions/status/1230552697763500032,"20 Feb 2020 18:00:00",".@MasuzoeYoichi, former Japanese Minister of Health, Labor and Welfare, says lack of knowledge among crew members and inadequate protective measures while serving meals to quarantined passengers could have contributed to the spread of the #coronavirus on #DiamondPrincess. https://t.co/ppBcCUKMRC",Tweet,TweetDeck,1,2,Beijing,,,English,"""1148120993803595776""",T-House,thouse_opinions,"We go beyond the news to explain, analyze and comment on events shaping today's world and reveal a #China you have never seen before.",Verified,https://twitter.com/thouse_opinions,Non-Protected,91653,204,"08 Jul 2019 06:45:50"
"""1230551718057906176""",https://twitter.com/we_online/status/1230551718057906176,"20 Feb 2020 17:56:06","#WürthElektronik cancels its participation at @embedded_world: after careful consideration and balancing of the risks, we decided to cancel our participation at the #tradefair in #Nuremberg, Germany. #WE_eiSos #ew20 #ew2020 #embeddedworld #coronavirus https://t.co/R5ocHuQi3F",Tweet,"Sprout Social",2,3,"Niedernhall, Germany",,,English,"""1091565476""","Würth Elektronik",we_online,"With a range of products from circuit boards, intelligent systems to electronic &amp; electromechanical components we are right at home in many growth markets.",Verified,https://twitter.com/we_online,Non-Protected,4605,1520,"15 Jan 2013 09:41:42"
"""1230550980082561025""",https://twitter.com/timesofindia/status/1230550980082561025,"20 Feb 2020 17:53:10","China tests its soft power with neighbours over #coronavirus outbreak https://t.co/Sxmo4C5i79 via @TOIWorld https://t.co/S6zSJxYIgE",Tweet,TweetDeck,5,42,"New Delhi",,,English,"""134758540""","Times of India",timesofindia,"News. Views. Analysis. Conversations. India’s No.1 digital news destination, world’s largest-selling English newspaper - A Times Internet Limited Product",Verified,https://twitter.com/timesofindia,Non-Protected,12344132,530,"19 Apr 2010 10:50:15"
"""1230550835467296769""",https://twitter.com/Laurie_Garrett/status/1230550835467296769,"20 Feb 2020 17:52:36","This thread indicates the cases of #COVID19 in #Iran are sparking strong controversy amid distrust of the government's claims. https://t.co/MmuoddVYYf",Tweet,"Twitter Web App",21,37,"New York, NY",,,English,"""299273962""","Laurie Garrett",Laurie_Garrett,"Former Sr Fellow @CFR_org. Recipient of Pulitzer Prize, Polk (2Xs) and Peabody Awards. Author: IHeard theSirensScream, TheComingPlague, Ebola &amp; BetrayalofTrust.",Verified,https://twitter.com/Laurie_Garrett,Non-Protected,63037,1765,"15 May 2011 20:00:40"
"""1230550743943385088""",https://twitter.com/jodixu/status/1230550743943385088,"20 Feb 2020 17:52:14","New coronavirus cases dropped a whopping 77% yesterday after China changed back a rule to exclude ""clinically diagnosed"" cases, reversing a change made just more than a week ago that jacked up new cases 7 folds. All a math game? https://t.co/cRjRBb1oGx @scmpnews #coronavirus",Tweet,"Twitter Web Client",1,3,"New York City",,,English,"""10970632""","Jodi Xu Klein",jodixu,"Deputy Bureau Chief, North America @SCMPNews. Covers US China trade &amp; biz. Into media biz, gender equality. Ex @Business, @WSJ, @TIME. Tip: jodi.klein@scmp.com",Verified,https://twitter.com/jodixu,Non-Protected,4206,1073,"08 Dec 2007 14:25:25"
"""1230550266824548352""",https://twitter.com/PippaStevens13/status/1230550266824548352,"20 Feb 2020 17:50:20","Gold is trading at a 7-year high as investors seek out safety trades ... which is the perfect time to use a gif from Disney's most underrated film #GOLD #goldsurge #safetytrade #coronavirus #RobinHood 

https://t.co/mP38j5LTA1 https://t.co/cl3JfDqFX3",Tweet,"Twitter Web App",2,5,"New York, NY",,,English,"""2814061220""","Pippa Stevens",PippaStevens13,"Markets &amp; energy reporter @CNBC | Fmr. @HalftimeReport producer | pippa.stevens@nbcuni.com | @Princeton grad",Verified,https://twitter.com/PippaStevens13,Non-Protected,1134,1335,"17 Sep 2014 02:34:42"
"""1230550247849545728""",https://twitter.com/MarySmithNews/status/1230550247849545728,"20 Feb 2020 17:50:16","This just came up on my Facebook as a random ad @wsyx6 @fox28columbus #coronavirus https://t.co/lmDh20QnXU",Tweet,"Twitter for iPhone",0,0,"Columbus, OH",,,English,"""3130900949""","Mary Eliza Smith",MarySmithNews,"Award winning TV Reporter. Currently ABC6/FOX28 Columbus. Philly native. Exercise lover. ‘][‘EMPLE University Owl🦉 👨‍🎓 Total goofball",Verified,https://twitter.com/MarySmithNews,Non-Protected,1079,1074,"31 Mar 2015 21:59:46"
"""1230549424549421057""",https://twitter.com/alvinllum/status/1230549424549421057,"20 Feb 2020 17:46:59","UPDATE: 59 police officers have to be quarantined after attending a gathering with 48yo male officer who contracted #Covid19. The infected officer served as riot police in Eastern District.  https://t.co/G4dX90ot9B",Tweet,"Twitter for iPhone",281,430,,,,English,"""36906151""","Alvin L",alvinllum,"Political journalist specialising in Hong Kong's political and justice system. Views are mine. DM open.",Verified,https://twitter.com/alvinllum,Non-Protected,18974,1338,"01 May 2009 07:51:08"
"""1230549327061192705""",https://twitter.com/WIONews/status/1230549327061192705,"20 Feb 2020 17:46:36","#Pakistan has abandoned its citizens in #China. Amid the #coronavirus outbreak - Pakistani citizens are unable to return home. Is @ImranKhanPTI sacrificing the youth for Chinese loans? 
@palkisu gets you the #WIONEdit

@PTIofficial
@PakPMO
@pid_gov 
@sayedzbukhari 
@zfrmrza https://t.co/CquNWIuunI",Tweet,"Twitter Media Studio",10,29,India,,,English,"""711760467383877632""",WION,WIONews,"#WION: World Is One | Welcome to India’s first global news network. We present global stories with an Indian perspective. | http://fb.com/WIONews",Verified,https://twitter.com/WIONews,Non-Protected,94459,94,"21 Mar 2016 03:44:54"
"""1230549271042232320""",https://twitter.com/SharecareInc/status/1230549271042232320,"20 Feb 2020 17:46:23","This is what happens to your body when you have the #coronavirus: https://t.co/E0wQDcWFTx",Tweet,SocialFlow,2,1,,,,English,"""169146823""",Sharecare,SharecareInc,"Get all your health in one place – and meet the healthier you! #WeCare",Verified,https://twitter.com/SharecareInc,Non-Protected,46597,1854,"21 Jul 2010 17:19:28"
"""1230549127450300416""",https://twitter.com/ChineseEmbinUS/status/1230549127450300416,"20 Feb 2020 17:45:49","International cooperation matters! By concerted efforts, we'll win the battle against #COVID19. https://t.co/tDG9KXdQGn",Tweet,"Twitter Web App",3,6,"Washington, DC",,,English,"""1136383051917910017""","Chinese Embassy in US",ChineseEmbinUS,"Official twitter account of the Embassy of the People's Republic of China in the United States of America",Verified,https://twitter.com/ChineseEmbinUS,Non-Protected,15137,146,"05 Jun 2019 21:23:27"
"""1230548870544818176""",https://twitter.com/WIONews/status/1230548870544818176,"20 Feb 2020 17:44:47","#Pakistan has refused to evacuate its citizens from China. Scared by the #coronavirus outbreak, the Pakistani citizens have issued an appeal for help. 
@palkisu gets you the voices that @ImranKhanPTI has chosen to ignore! 

@PTIofficial
@PakPMO
@pid_gov
@sayedzbukhari 
@zfrmrza https://t.co/xWkNnUKrZO",Tweet,"Twitter Media Studio",21,51,India,,,English,"""711760467383877632""",WION,WIONews,"#WION: World Is One | Welcome to India’s first global news network. We present global stories with an Indian perspective. | http://fb.com/WIONews",Verified,https://twitter.com/WIONews,Non-Protected,94459,94,"21 Mar 2016 03:44:54"
"""1230548678819053569""",https://twitter.com/appleinsider/status/1230548678819053569,"20 Feb 2020 17:44:02","Apple RAM supplier SK Hynix has told 800 of its employees to stay home, after it was found one of its trainees had come into contact with a person infected with the #coronavirus.  https://t.co/ObJdTANcfJ https://t.co/9wly6QQl9T",Tweet,"Appleinsider.com ",4,21,"Cupertino, California",,,English,"""20542450""",AppleInsider,appleinsider,"In-depth Apple news, analysis &amp; reviews since 1997. Facebook: https://facebook.com/appleinsiderdotcom YouTube: https://www.youtube.com/user/appleinsiderdotcom",Verified,https://twitter.com/appleinsider,Non-Protected,489580,46,"10 Feb 2009 20:27:09"
"""1230548314640154625""",https://twitter.com/VoiceofVictory/status/1230548314640154625,"20 Feb 2020 17:42:35","To all the Nervous Nellies on the stock market… please calm down. Sure, the #coronavirus is concerning, but let’s not be overdramatic by going on a selling spree. The overall #economy is doing well. Let’s monitor this health crisis then proceed in a rational manner. #finance",Tweet,"Twitter for iPhone",0,2,"洛杉磯 LA | 費城 Philadelphia",,,English,"""41637563""","Dean Stone",VoiceofVictory,"World-Class Fight Announcer. Presenter of @TheContender on @EpixHD and @KingoftheCage on @MAVTV.",Verified,https://twitter.com/VoiceofVictory,Non-Protected,2449,341,"21 May 2009 17:55:16"
"""1230548233396588544""",https://twitter.com/ODIdev/status/1230548233396588544,"20 Feb 2020 17:42:15","This week's newsletter is out! Covering:

💹 Economic impacts of the #coronavirus
👨‍💻 Why #digital isn't a #globaldev issue
🇬🇧 #UK's visa system &amp; #UKAfrica relations
🏦 Next week's #PublicFinance conference

Plus lots of new jobs, events and more! 

https://t.co/PFUtzjvgb1 https://t.co/R4VAmLrGDM",Tweet,Buffer,0,2,,,,English,"""34570810""",ODI,ODIdev,"The Overseas Development Institute (ODI) is an independent, global think tank, working for a sustainable and peaceful world in which every person thrives.",Verified,https://twitter.com/ODIdev,Non-Protected,116363,2124,"23 Apr 2009 08:58:17"
"""1230547918786105344""",https://twitter.com/Laurie_Garrett/status/1230547918786105344,"20 Feb 2020 17:41:00","Why is this family member not wearing protective gear? Why aren't health providers in PPEs?
#COVID19 in #Iran ... https://t.co/ut5LTDsjRN",Tweet,"Twitter Web App",58,129,"New York, NY",,,English,"""299273962""","Laurie Garrett",Laurie_Garrett,"Former Sr Fellow @CFR_org. Recipient of Pulitzer Prize, Polk (2Xs) and Peabody Awards. Author: IHeard theSirensScream, TheComingPlague, Ebola &amp; BetrayalofTrust.",Verified,https://twitter.com/Laurie_Garrett,Non-Protected,63037,1765,"15 May 2011 20:00:40"
"""1230547793766338560""",https://twitter.com/jowens510/status/1230547793766338560,"20 Feb 2020 17:40:31","If you aren't following our health care reporter, @jaimy_lee, fix that.

Her coverage of the #COVID19 spread and its economic  effects has been outstanding, and she was a driving force behind our latest special report, Best New Ideas in Health Care.
https://t.co/20ojU7JAJr https://t.co/KPR0Sm5M8g",Tweet,TweetDeck,1,8,Alameda/Oakland,,,English,"""329838136""","Jeremy C. Owens",jowens510,"San Francisco Bureau Chief/Tech Editor for @MarketWatch. @UGAGrady alumnus. Southern by birth, East Bay by choice. No, I don't own the stock I'm tweeting about.",Verified,https://twitter.com/jowens510,Non-Protected,8610,2376,"05 Jul 2011 18:03:56"
"""1230547173412044802""",https://twitter.com/The_Tablet/status/1230547173412044802,"20 Feb 2020 17:38:03","As Catholics in the Philippines are told not to touch the cross when they venerate it on Good Friday, it has emerged that the oldest person in the world to recover from #coronavirus is a 98-year-old Catholic Bishop emeritus, Joseph Zhu Baoyu. #CatholicNews https://t.co/jWDxHES2sT",Tweet,"Twitter Web Client",0,3,"London, United Kingdom",,,English,"""153408965""","The Tablet",The_Tablet,"The Tablet is a weekly Catholic journal which has been reporting on events of significance for nearly 180 years",Verified,https://twitter.com/The_Tablet,Non-Protected,21388,2062,"08 Jun 2010 13:36:58"
"""1230546944075935745""",https://twitter.com/HongKongFP/status/1230546944075935745,"20 Feb 2020 17:37:08","[Recap] Coronavirus: Data breach concerns after ‘theft’ of Hong Kong gov’t phones containing details of quarantined residents

https://t.co/ooXg9rD4MP #HongKong #China #coronavirus #ChinaCoronaVirus #CoronavirusOutbreak #Covid19 https://t.co/zBj1srMgjA",Tweet,Buffer,17,14,"Hong Kong",,,English,"""3071162052""","Hong Kong Free Press",HongKongFP,"Hong Kong &amp; China English-language news. Non-profit, free-of-charge &amp; completely independent. ➡ Contact: https://www.hongkongfp.com/contact-us",Verified,https://twitter.com/HongKongFP,Non-Protected,297636,30,"10 Mar 2015 09:56:33"
"""1230546909007233026""",https://twitter.com/Echinanews/status/1230546909007233026,"20 Feb 2020 17:37:00","Farmers in south China's Liuzhou donate 16 tonnes of tangerines to Wuhan, the epicenter of the novel #coronavirus outbreak https://t.co/R8GKsb6r7q",Tweet,TweetDeck,12,44,Beijing,,,English,"""338736117""","China News 中国新闻网",Echinanews,"ECNS.cn, the English portal of China News Service, a window into news about China. #ChinaTravel #ChinaStory #ChinaTech #ChinaBiz #ChinaCulture #panda",Verified,https://twitter.com/Echinanews,Non-Protected,614234,250,"20 Jul 2011 00:59:59"
"""1230546657277665281""",https://twitter.com/AFPFactCheck/status/1230546657277665281,"20 Feb 2020 17:36:00","Zimbabwe is the latest country hit by false reports of a confirmed case of #coronavirus

A young woman was tested for the virus after returning from China, but she was given the all-clear 👍🏾 https://t.co/oDOb7HAj7n https://t.co/nHQ2JWiKmU",Tweet,TweetDeck,5,11,Worldwide,,,English,"""1002203254065950720""","AFPFactCheck 🔎",AFPFactCheck,"Fact-checking by @AFP  Also in French @AfpFactuel In Spanish @AfpFactual  In Portuguese @AfpChecamos In Arabic @AFPfactMENA",Verified,https://twitter.com/AFPFactCheck,Non-Protected,29487,139,"31 May 2018 15:00:50"
"""1230546010562154498""",https://twitter.com/DukeHealth/status/1230546010562154498,"20 Feb 2020 17:33:26","Children appear less vulnerable to infection from coronavirus. Duke pediatrics infectious disease researcher Dr. Sallie Permar explains the findings of a study of pregnant women from Wuhan, China. https://t.co/2kZ9YaKXVf @salliepermar
 @dukemedschool
 #coronavirus #covid19",Tweet,"Twitter Web App",7,16,"Durham, North Carolina",,,English,"""19979844""","Duke Health",DukeHealth,"An academic health system dedicated to high-quality, patient-centered care, research, education, and improving community and global health.",Verified,https://twitter.com/DukeHealth,Non-Protected,40211,1058,"03 Feb 2009 16:05:55"
"""1230545650757955585""",https://twitter.com/GHS/status/1230545650757955585,"20 Feb 2020 17:32:00","“We are looking forward to the results of 2 clinical trials 👩‍🔬 prioritized by the @WHO @rd_blueprint. One combines 2 drugs 💊 for #HIV, lopinavir &amp; ritonavir, &amp; the other is testing the antiviral remdesivir. We expect preliminary results in 3 weeks.” -@DrTedros on #COVID19 R&amp;D 🔬",Tweet,TweetDeck,5,12,NY/Delhi/Rio/Beijing/Nairobi/Joburg/London,,,English,"""201421060""","Global Health Strategies",GHS,"We believe in the power of advocacy &amp; communications to advance health &amp; wellbeing around the world, leaving no one behind. Tweet views = ours.",Verified,https://twitter.com/GHS,Non-Protected,27964,2562,"11 Oct 2010 20:28:35"
"""1230545149526183936""",https://twitter.com/Ruptly/status/1230545149526183936,"20 Feb 2020 17:30:00","Business and traffic in #Milan’s Chinatown plunges amid #coronavirus fears https://t.co/sm7svOlBqg",Tweet,"Twitter Media Studio",8,6,"Berlin, Germany",,,English,"""934399189""",Ruptly,Ruptly,"International video news agency. http://www.Ruptly.tv",Verified,https://twitter.com/Ruptly,Non-Protected,103209,548,"08 Nov 2012 12:31:00"
